Video,Label Description,Category Description,Start Time,End Time,Confidence,_synthetic
synthetic_video_0034.mp4,music,Entertainment,16.07,21.0,0.9969,True
synthetic_video_0034.mp4,fight,Sports,23.61,26.73,0.8909,True
synthetic_video_0034.mp4,stunt,Action,18.76,24.23,0.9619,True
synthetic_video_0034.mp4,embrace,Drama,32.03,36.87,0.8977,True
synthetic_video_0034.mp4,chase,Action,24.84,30.0,0.7827,True
synthetic_video_0034.mp4,boxing,Sports,27.09,32.85,0.6745,True
synthetic_video_0034.mp4,audience,Entertainment,33.56,36.59,0.9791,True
synthetic_video_0034.mp4,playful interaction,Comedy,31.43,36.64,0.9648,True
synthetic_video_0034.mp4,coffee,Lifestyle,43.16,46.25,0.8533,True
synthetic_video_0034.mp4,restaurant,Food,58.5,60.94,0.5326,True
synthetic_video_0034.mp4,love,Romance,38.65,44.53,0.8023,True
synthetic_video_0034.mp4,city,Travel,63.7,66.06,0.8377,True
synthetic_video_0034.mp4,cycling,Sports,46.27,50.91,0.8207,True
synthetic_video_0034.mp4,fight,Action,55.54,61.34,0.8016,True
synthetic_video_0034.mp4,audience,Entertainment,75.33,76.89,0.9585,True
synthetic_video_0035.mp4,singing,Entertainment,0.0,4.64,0.9273,True
synthetic_video_0035.mp4,love,Romance,2.96,6.01,0.7748,True
synthetic_video_0035.mp4,athletics,Sports,7.85,9.62,0.7408,True
synthetic_video_0035.mp4,shopping,Lifestyle,9.89,12.72,0.8611,True
synthetic_video_0035.mp4,conversation,Drama,16.19,19.92,0.6301,True
synthetic_video_0035.mp4,sports,Sports,14.17,16.88,0.7779,True
synthetic_video_0035.mp4,basketball,Sports,18.06,23.24,0.8126,True
synthetic_video_0035.mp4,stage,Entertainment,20.43,23.37,0.7825,True
synthetic_video_0035.mp4,soccer,Sports,30.48,33.77,0.899,True
synthetic_video_0035.mp4,fight,Action,35.81,40.42,0.9528,True
synthetic_video_0035.mp4,tears,Drama,43.16,48.63,0.8269,True
synthetic_video_0035.mp4,audience,Entertainment,29.46,34.85,0.9397,True
synthetic_video_0035.mp4,sports,Sports,38.99,42.23,0.5925,True
synthetic_video_0035.mp4,fun,Comedy,48.12,51.4,0.9511,True
synthetic_video_0035.mp4,kiss,Romance,43.64,45.24,0.681,True
synthetic_video_0035.mp4,concert,Entertainment,41.37,46.9,0.7814,True
synthetic_video_0035.mp4,conversation,Drama,68.24,71.25,0.6357,True
synthetic_video_0035.mp4,rain,Nature,75.05,78.51,0.8287,True
synthetic_video_0035.mp4,exercise,Lifestyle,75.11,78.35,0.9154,True
synthetic_video_0035.mp4,travel,Travel,49.34,54.26,0.9506,True
synthetic_video_0035.mp4,battle,Action,57.63,62.09,0.6462,True
synthetic_video_0035.mp4,destruction,Action,65.85,68.83,0.9181,True
synthetic_video_0035.mp4,laugh,Comedy,56.57,58.14,0.7715,True
synthetic_video_0035.mp4,spotlight,Entertainment,62.4,68.05,0.8678,True
synthetic_video_0035.mp4,mountain,Nature,87.05,91.64,0.7102,True
synthetic_video_0036.mp4,smile,Comedy,0.0,4.09,0.9399,True
synthetic_video_0036.mp4,dance,Entertainment,2.51,8.34,0.721,True
synthetic_video_0036.mp4,running,Sports,8.95,10.9,0.9465,True
synthetic_video_0036.mp4,fun,Comedy,7.87,10.15,0.7285,True
synthetic_video_0036.mp4,scenery,Travel,15.66,19.25,0.8426,True
synthetic_video_0036.mp4,performance,Entertainment,19.62,25.34,0.9389,True
synthetic_video_0036.mp4,audience,Entertainment,18.08,21.45,0.9283,True
synthetic_video_0036.mp4,shopping,Lifestyle,30.14,34.89,0.6767,True
synthetic_video_0036.mp4,party,Entertainment,20.07,21.98,0.5982,True
synthetic_video_0036.mp4,music,Entertainment,30.01,35.89,0.9837,True
synthetic_video_0037.mp4,destruction,Action,0.0,2.21,0.8315,True
synthetic_video_0037.mp4,kitchen,Food,2.88,5.99,0.8161,True
synthetic_video_0037.mp4,meal,Food,7.14,12.71,0.9591,True
synthetic_video_0037.mp4,party,Entertainment,9.39,15.19,0.8898,True
synthetic_video_0037.mp4,cry,Drama,14.14,16.73,0.8481,True
synthetic_video_0037.mp4,stunt,Action,20.56,26.1,0.7439,True
synthetic_video_0037.mp4,dance,Entertainment,21.62,26.79,0.8408,True
synthetic_video_0037.mp4,wildlife,Nature,27.62,31.59,0.9504,True
synthetic_video_0037.mp4,stage,Entertainment,34.17,39.94,0.6831,True
synthetic_video_0037.mp4,swimming,Sports,23.49,27.76,0.7804,True
synthetic_video_0037.mp4,argument,Drama,35.15,37.4,0.8176,True
synthetic_video_0037.mp4,boxing,Sports,44.49,48.86,0.8423,True
synthetic_video_0037.mp4,fun,Comedy,43.34,47.13,0.8846,True
synthetic_video_0037.mp4,argument,Drama,37.33,40.47,0.887,True
synthetic_video_0037.mp4,sunset,Nature,40.55,44.02,0.8971,True
synthetic_video_0037.mp4,weapon,Action,64.08,65.89,0.9233,True
synthetic_video_0037.mp4,forest,Nature,56.18,59.67,0.85,True
synthetic_video_0037.mp4,ocean,Nature,58.39,63.11,0.7685,True
synthetic_video_0037.mp4,tears,Drama,68.29,73.91,0.8963,True
synthetic_video_0037.mp4,spotlight,Entertainment,54.52,57.14,0.8977,True
synthetic_video_0037.mp4,meal,Food,77.87,80.81,0.9469,True
synthetic_video_0037.mp4,performance,Entertainment,65.81,68.31,0.9856,True
synthetic_video_0037.mp4,argument,Drama,98.96,104.44,0.6555,True
synthetic_video_0037.mp4,fun,Comedy,75.05,77.96,0.8883,True
synthetic_video_0037.mp4,music,Entertainment,85.77,91.71,0.7336,True
synthetic_video_0037.mp4,sports,Sports,66.86,69.38,0.8846,True
synthetic_video_0037.mp4,stage,Entertainment,84.37,88.4,0.5705,True
synthetic_video_0037.mp4,performance,Entertainment,69.79,72.75,0.8143,True
synthetic_video_0038.mp4,audience,Entertainment,0.0,4.01,0.5709,True
synthetic_video_0038.mp4,candlelight,Romance,2.7,7.75,0.9373,True
synthetic_video_0038.mp4,joke,Comedy,5.43,9.06,0.9372,True
synthetic_video_0038.mp4,argument,Drama,13.17,16.67,0.7745,True
synthetic_video_0038.mp4,emotional reaction,Drama,14.92,18.83,0.8176,True
synthetic_video_0038.mp4,audience,Entertainment,20.19,22.07,0.9346,True
synthetic_video_0038.mp4,vehicle,Action,20.63,26.39,0.6605,True
synthetic_video_0038.mp4,athletics,Sports,29.47,33.21,0.9096,True
synthetic_video_0038.mp4,destruction,Action,34.91,39.44,0.8938,True
synthetic_video_0038.mp4,travel,Travel,36.0,38.1,0.9179,True
synthetic_video_0038.mp4,couple,Romance,31.9,37.79,0.832,True
synthetic_video_0038.mp4,performance,Entertainment,45.64,51.16,0.9298,True
synthetic_video_0038.mp4,tears,Drama,52.81,58.24,0.6603,True
synthetic_video_0038.mp4,music,Entertainment,34.92,39.75,0.8877,True
synthetic_video_0038.mp4,candlelight,Romance,42.63,48.23,0.8297,True
synthetic_video_0038.mp4,fashion,Lifestyle,39.21,41.67,0.9552,True
synthetic_video_0038.mp4,playful interaction,Comedy,50.2,55.77,0.5033,True
synthetic_video_0039.mp4,wildlife,Nature,0.0,2.39,0.9096,True
synthetic_video_0039.mp4,nature,Nature,3.99,5.57,0.9434,True
synthetic_video_0039.mp4,restaurant,Food,8.58,13.14,0.9076,True
synthetic_video_0039.mp4,dance,Entertainment,11.64,13.69,0.9788,True
synthetic_video_0039.mp4,singing,Entertainment,12.77,18.4,0.6752,True
synthetic_video_0039.mp4,basketball,Sports,19.72,21.36,0.8946,True
synthetic_video_0039.mp4,romance,Romance,18.24,21.51,0.8314,True
synthetic_video_0039.mp4,singing,Entertainment,24.64,26.44,0.7432,True
synthetic_video_0040.mp4,joke,Comedy,0.0,2.95,0.8547,True
synthetic_video_0040.mp4,argument,Drama,2.71,7.32,0.812,True
synthetic_video_0040.mp4,joke,Comedy,8.1,13.6,0.9029,True
synthetic_video_0040.mp4,dance,Entertainment,8.05,11.55,0.9277,True
synthetic_video_0040.mp4,joke,Comedy,12.93,17.24,0.9267,True
synthetic_video_0040.mp4,singing,Entertainment,16.27,21.15,0.891,True
synthetic_video_0040.mp4,food,Food,24.61,27.04,0.8969,True
synthetic_video_0040.mp4,couple,Romance,18.61,21.24,0.9584,True
synthetic_video_0040.mp4,cooking,Food,25.19,28.96,0.9413,True
synthetic_video_0040.mp4,shopping,Lifestyle,37.58,41.61,0.9384,True
synthetic_video_0040.mp4,tense moment,Drama,30.92,34.33,0.8682,True
synthetic_video_0040.mp4,crash,Action,30.62,33.9,0.9022,True
synthetic_video_0040.mp4,basketball,Sports,34.85,38.09,0.6779,True
synthetic_video_0040.mp4,playful interaction,Comedy,55.08,59.06,0.823,True
synthetic_video_0041.mp4,fight,Sports,0.0,3.6,0.8456,True
synthetic_video_0041.mp4,soccer,Sports,2.69,8.33,0.7777,True
synthetic_video_0041.mp4,kiss,Romance,5.74,8.71,0.9652,True
synthetic_video_0041.mp4,romance,Romance,8.25,12.6,0.8263,True
synthetic_video_0041.mp4,singing,Entertainment,11.18,16.26,0.7056,True
synthetic_video_0041.mp4,stage,Entertainment,19.12,24.0,0.8585,True
synthetic_video_0041.mp4,forest,Nature,20.37,22.97,0.6549,True
synthetic_video_0041.mp4,forest,Nature,30.63,36.28,0.7213,True
synthetic_video_0041.mp4,romance,Romance,29.29,31.64,0.8939,True
synthetic_video_0041.mp4,nature,Nature,34.31,37.85,0.8827,True
synthetic_video_0041.mp4,audience,Entertainment,32.5,34.08,0.6639,True
synthetic_video_0041.mp4,coffee,Lifestyle,38.27,42.04,0.8711,True
synthetic_video_0041.mp4,swimming,Sports,51.85,57.69,0.9633,True
synthetic_video_0041.mp4,tears,Drama,36.23,41.11,0.8504,True
synthetic_video_0041.mp4,festival,Entertainment,51.72,56.34,0.7052,True
synthetic_video_0041.mp4,sunset,Nature,41.97,44.63,0.7483,True
synthetic_video_0041.mp4,coffee,Lifestyle,52.51,55.15,0.8097,True
synthetic_video_0041.mp4,festival,Entertainment,65.63,69.69,0.8988,True
synthetic_video_0041.mp4,couple,Romance,50.11,54.72,0.9758,True
synthetic_video_0041.mp4,exercise,Lifestyle,78.75,81.04,0.7766,True
synthetic_video_0041.mp4,rain,Nature,71.88,74.22,0.9313,True
synthetic_video_0041.mp4,fight,Action,58.92,64.04,0.8861,True
synthetic_video_0041.mp4,coffee,Lifestyle,88.54,93.96,0.9293,True
synthetic_video_0042.mp4,train,Travel,0.0,3.16,0.8314,True
synthetic_video_0042.mp4,stunt,Action,2.51,6.46,0.8376,True
synthetic_video_0042.mp4,candlelight,Romance,7.81,13.18,0.8292,True
synthetic_video_0042.mp4,performance,Entertainment,9.82,12.56,0.749,True
synthetic_video_0042.mp4,city,Travel,11.34,15.52,0.8393,True
synthetic_video_0042.mp4,cry,Drama,18.86,22.93,0.9883,True
synthetic_video_0042.mp4,stage,Entertainment,21.42,27.41,0.9345,True
synthetic_video_0042.mp4,restaurant,Food,30.83,34.44,0.483,True
synthetic_video_0042.mp4,smile,Comedy,20.57,23.35,0.7859,True
synthetic_video_0042.mp4,meal,Food,25.61,30.35,0.5889,True
synthetic_video_0042.mp4,dance,Entertainment,43.8,49.43,0.9454,True
synthetic_video_0042.mp4,playful interaction,Comedy,38.06,41.68,0.9622,True
synthetic_video_0042.mp4,argument,Drama,52.55,58.31,0.8535,True
synthetic_video_0042.mp4,romance,Romance,52.52,55.97,0.5964,True
synthetic_video_0042.mp4,competition,Sports,38.37,42.28,0.9288,True
synthetic_video_0042.mp4,fun,Comedy,48.3,52.32,0.9696,True
synthetic_video_0042.mp4,wildlife,Nature,58.88,60.85,0.9112,True
synthetic_video_0042.mp4,fight,Sports,71.34,75.09,0.9411,True
synthetic_video_0042.mp4,tense moment,Drama,58.97,63.21,0.9049,True
synthetic_video_0042.mp4,shopping,Lifestyle,65.76,68.93,0.707,True
synthetic_video_0043.mp4,ocean,Nature,0.0,5.56,0.812,True
synthetic_video_0043.mp4,spotlight,Entertainment,3.95,6.48,0.9444,True
synthetic_video_0043.mp4,joke,Comedy,5.31,9.42,0.9277,True
synthetic_video_0043.mp4,chase,Action,13.0,18.65,0.9728,True
synthetic_video_0043.mp4,soccer,Sports,12.53,14.83,0.8615,True
synthetic_video_0043.mp4,playful interaction,Comedy,20.03,24.23,0.8072,True
synthetic_video_0043.mp4,music,Entertainment,15.75,20.1,0.9551,True
synthetic_video_0043.mp4,kiss,Romance,18.38,24.15,0.9365,True
synthetic_video_0043.mp4,conversation,Drama,32.69,37.15,0.9167,True
synthetic_video_0043.mp4,sunset,Nature,30.82,36.62,0.6984,True
synthetic_video_0044.mp4,audience,Entertainment,0.0,5.74,0.8425,True
synthetic_video_0044.mp4,battle,Action,2.86,8.78,0.8484,True
synthetic_video_0044.mp4,basketball,Sports,6.67,8.66,0.874,True
synthetic_video_0044.mp4,explosion,Action,7.86,11.87,0.936,True
synthetic_video_0044.mp4,nature,Nature,11.24,15.75,0.8997,True
synthetic_video_0044.mp4,tears,Drama,12.59,16.54,0.805,True
synthetic_video_0044.mp4,tense moment,Drama,22.35,26.82,0.7237,True
synthetic_video_0044.mp4,dance,Entertainment,17.56,22.84,0.9966,True
synthetic_video_0044.mp4,kitchen,Food,29.29,30.81,0.9825,True
synthetic_video_0044.mp4,fashion,Lifestyle,24.44,27.26,0.9791,True
synthetic_video_0044.mp4,rain,Nature,41.75,47.06,0.915,True
synthetic_video_0044.mp4,shopping,Lifestyle,34.92,36.63,0.8854,True
synthetic_video_0045.mp4,spotlight,Entertainment,0.0,1.5,0.9684,True
synthetic_video_0045.mp4,joke,Comedy,3.41,8.75,0.9089,True
synthetic_video_0045.mp4,candlelight,Romance,6.77,11.39,0.8106,True
synthetic_video_0045.mp4,conversation,Drama,9.23,13.28,0.8621,True
synthetic_video_0045.mp4,exercise,Lifestyle,16.94,21.69,0.9053,True
synthetic_video_0045.mp4,competition,Sports,19.57,23.21,0.9513,True
synthetic_video_0045.mp4,forest,Nature,15.28,19.64,0.855,True
synthetic_video_0045.mp4,scenery,Travel,24.56,26.83,0.9798,True
synthetic_video_0045.mp4,spotlight,Entertainment,31.69,35.78,0.84,True
synthetic_video_0045.mp4,festival,Entertainment,26.25,28.42,0.9706,True
synthetic_video_0045.mp4,spotlight,Entertainment,30.63,33.8,0.5059,True
synthetic_video_0045.mp4,music,Entertainment,37.34,42.6,0.8459,True
synthetic_video_0045.mp4,stage,Entertainment,45.44,48.44,0.5865,True
synthetic_video_0045.mp4,embrace,Drama,48.9,51.72,0.9232,True
synthetic_video_0045.mp4,candlelight,Romance,49.93,54.68,0.8422,True
synthetic_video_0045.mp4,love,Romance,50.54,53.83,0.9326,True
synthetic_video_0045.mp4,crash,Action,63.02,65.09,0.782,True
synthetic_video_0045.mp4,sports,Sports,65.3,70.18,0.7408,True
synthetic_video_0046.mp4,playful interaction,Comedy,0.0,3.11,0.8346,True
synthetic_video_0046.mp4,sunset,Nature,4.08,8.74,0.8877,True
synthetic_video_0046.mp4,emotional reaction,Drama,5.93,11.55,0.7879,True
synthetic_video_0046.mp4,spotlight,Entertainment,9.78,11.74,0.7248,True
synthetic_video_0046.mp4,city,Travel,16.61,20.0,0.9774,True
synthetic_video_0046.mp4,tears,Drama,18.5,20.36,0.6865,True
synthetic_video_0046.mp4,singing,Entertainment,26.34,29.79,0.8026,True
synthetic_video_0046.mp4,basketball,Sports,26.58,30.19,0.7587,True
synthetic_video_0046.mp4,wildlife,Nature,29.54,34.28,0.8682,True
synthetic_video_0046.mp4,couple,Romance,27.34,31.07,0.6686,True
synthetic_video_0046.mp4,basketball,Sports,32.52,35.67,0.8081,True
synthetic_video_0046.mp4,smile,Comedy,46.37,51.67,0.8749,True
synthetic_video_0046.mp4,laugh,Comedy,37.3,39.71,0.9724,True
synthetic_video_0046.mp4,love,Romance,44.43,50.14,0.9349,True
synthetic_video_0046.mp4,forest,Nature,49.51,51.95,0.9084,True
synthetic_video_0046.mp4,concert,Entertainment,37.95,39.89,0.9227,True
synthetic_video_0046.mp4,cry,Drama,49.64,53.77,0.7851,True
synthetic_video_0046.mp4,kitchen,Food,66.43,69.2,0.5177,True
synthetic_video_0046.mp4,emotional reaction,Drama,74.71,77.69,0.8944,True
synthetic_video_0046.mp4,tears,Drama,58.28,62.67,0.8885,True
synthetic_video_0046.mp4,sunset,Nature,76.25,81.94,0.7802,True
synthetic_video_0046.mp4,food,Food,69.52,75.06,0.9486,True
synthetic_video_0047.mp4,audience,Entertainment,0.0,5.68,0.8333,True
synthetic_video_0047.mp4,sky,Nature,4.16,6.82,0.7337,True
synthetic_video_0047.mp4,fun,Comedy,7.81,12.3,0.836,True
synthetic_video_0047.mp4,tears,Drama,10.82,16.52,0.9578,True
synthetic_video_0047.mp4,rain,Nature,14.44,17.12,0.8498,True
synthetic_video_0047.mp4,love,Romance,18.4,23.29,0.9618,True
synthetic_video_0047.mp4,performance,Entertainment,15.42,18.68,0.7082,True
synthetic_video_0047.mp4,destruction,Action,22.95,27.79,0.947,True
synthetic_video_0047.mp4,sky,Nature,30.85,36.66,0.8038,True
synthetic_video_0047.mp4,party,Entertainment,29.77,32.18,0.9177,True
synthetic_video_0047.mp4,boxing,Sports,32.23,36.91,0.9832,True
synthetic_video_0047.mp4,restaurant,Food,31.95,36.27,0.9574,True
synthetic_video_0047.mp4,celebration,Entertainment,33.29,37.2,0.8714,True
synthetic_video_0047.mp4,celebration,Entertainment,33.59,35.63,0.9696,True
synthetic_video_0047.mp4,cooking,Food,57.34,62.24,0.7544,True
synthetic_video_0048.mp4,fun,Comedy,0.0,1.55,0.9262,True
synthetic_video_0048.mp4,emotional reaction,Drama,4.36,6.07,0.8854,True
synthetic_video_0048.mp4,embrace,Drama,5.23,6.93,0.8234,True
synthetic_video_0048.mp4,weapon,Action,10.48,12.94,0.8831,True
synthetic_video_0048.mp4,laugh,Comedy,12.24,15.75,0.8797,True
synthetic_video_0048.mp4,battle,Action,15.27,17.24,0.9206,True
synthetic_video_0048.mp4,kiss,Romance,19.62,21.6,0.7784,True
synthetic_video_0048.mp4,conversation,Drama,23.03,27.05,0.9851,True
synthetic_video_0048.mp4,laugh,Comedy,35.89,40.35,0.5836,True
synthetic_video_0048.mp4,audience,Entertainment,35.87,39.77,0.9984,True
synthetic_video_0049.mp4,coffee,Lifestyle,0.0,2.22,0.8457,True
synthetic_video_0049.mp4,running,Sports,3.43,5.68,0.799,True
synthetic_video_0049.mp4,vehicle,Action,7.8,9.55,0.7222,True
synthetic_video_0049.mp4,sports,Sports,9.61,11.45,0.7298,True
synthetic_video_0049.mp4,beach,Travel,13.83,17.57,0.7471,True
synthetic_video_0049.mp4,romance,Romance,13.72,19.66,0.8479,True
synthetic_video_0049.mp4,battle,Action,19.15,23.17,0.7959,True
synthetic_video_0049.mp4,train,Travel,29.67,34.08,0.624,True
synthetic_video_0049.mp4,fight,Action,31.93,35.61,0.8459,True
synthetic_video_0049.mp4,ocean,Nature,23.75,26.1,0.9252,True
synthetic_video_0049.mp4,athletics,Sports,28.4,34.22,0.9602,True
synthetic_video_0049.mp4,weapon,Action,34.21,36.66,0.4419,True
synthetic_video_0049.mp4,explosion,Action,33.06,38.81,0.8999,True
synthetic_video_0049.mp4,beach,Travel,57.26,61.39,0.8415,True
synthetic_video_0049.mp4,kiss,Romance,59.78,64.47,0.7899,True
synthetic_video_0049.mp4,vehicle,Action,52.38,56.02,0.705,True
synthetic_video_0049.mp4,cycling,Sports,40.68,44.11,0.9486,True
synthetic_video_0049.mp4,kitchen,Food,48.34,51.93,0.7886,True
